calcPhase t x y theta P11 P12 P13 P22 P23 P33 U1 U2 y1 y2
3 1.200000 103.364930 43.094085 0.875074 47.993184 -6.039118 -0.252563 54.379564 0.394305 0.008990 0.000000 0.000000 0.000000 0.000000 
1 1.400000 113.947367 55.767642 1.009091 58.282623 -12.530743 -0.378194 65.735031 0.473368 0.010649 16.510815 0.134016 0.000000 0.000000 
1 1.600000 124.340467 72.282244 1.143107 75.964020 -23.563865 -0.567263 78.400437 0.559551 0.012307 19.512781 0.134016 0.000000 0.000000 
2 1.600000 124.340467 72.282244 1.143107 75.964020 -23.563865 -0.567263 78.400437 0.559551 0.012307 0.000000 0.000000 80.000000 35.000000 
3 1.600000 122.514785 73.714201 1.168414 62.043977 -13.160169 -0.375801 69.451435 0.413047 0.009664 0.000000 0.000000 0.000000 0.000000 
1 1.800000 130.156211 91.668511 1.302431 79.971184 -22.486900 -0.557614 78.818973 0.463046 0.011322 19.512781 0.134016 0.000000 0.000000 
2 1.800000 130.156211 91.668511 1.302431 79.971184 -22.486900 -0.557614 78.818973 0.463046 0.011322 0.000000 0.000000 80.000000 -25.000000 
3 1.800000 128.900613 92.436932 1.317757 65.193777 -13.254492 -0.376289 71.556125 0.342300 0.009060 0.000000 0.000000 0.000000 0.000000 
1 2.000000 133.785587 111.328349 1.451774 83.248922 -20.551888 -0.551818 78.317958 0.363291 0.010718 19.512781 0.134016 0.000000 0.000000 
1 2.200000 135.746113 127.722352 1.585790 104.391086 -26.447002 -0.728759 83.337895 0.360638 0.012376 16.510815 0.134016 0.000000 0.000000 
2 2.200000 135.746113 127.722352 1.585790 104.391086 -26.447002 -0.728759 83.337895 0.360638 0.012376 0.000000 0.000000 80.000000 -35.000000 
3 2.200000 135.000752 128.233609 1.594573 79.194480 -17.101560 -0.452615 78.143433 0.253696 0.009338 0.000000 0.000000 0.000000 0.000000 
2 2.200000 135.000752 128.233609 1.594573 79.194480 -17.101560 -0.452615 78.143433 0.253696 0.009338 0.000000 0.000000 80.000000 15.000000 
3 2.200000 134.097237 128.775086 1.604227 65.643060 -12.604579 -0.305604 75.215171 0.205785 0.007743 0.000000 0.000000 0.000000 0.000000 
1 2.400000 133.445024 148.276964 1.738244 80.413160 -15.940134 -0.454570 79.014444 0.180605 0.009401 19.512781 0.134016 0.000000 0.000000 
1 2.600000 130.192906 167.516828 1.872260 101.075257 -17.131262 -0.629734 81.979104 0.126140 0.011059 19.512781 0.134016 0.000000 0.000000 
1 2.800000 124.844872 184.716345 2.033080 125.287998 -14.749711 -0.808020 84.832087 0.037300 0.012717 18.011798 0.160820 0.000000 0.000000 
2 2.800000 124.844872 184.716345 2.033080 125.287998 -14.749711 -0.808020 84.832087 0.037300 0.012717 0.000000 0.000000 80.000000 -30.000000 
3 2.800000 124.232144 184.837343 2.038988 96.912638 -16.157946 -0.519508 82.323755 0.056804 0.009773 0.000000 0.000000 0.000000 0.000000 
1 3.000000 116.103903 200.910817 2.146201 116.385244 -12.851025 -0.667189 85.809469 -0.038985 0.011431 18.011798 0.107213 0.000000 0.000000 
1 3.200000 105.485549 217.281497 2.280217 140.853038 -4.212606 -0.836428 91.641030 -0.184280 0.013089 19.512781 0.134016 0.000000 0.000000 
1 3.400000 93.752761 230.947754 2.387430 166.236368 8.564496 -0.997850 101.173065 -0.356115 0.014748 18.011798 0.107213 0.000000 0.000000 
1 3.600000 79.530961 244.307732 2.521447 194.207877 28.644237 -1.165087 117.957868 -0.590298 0.016406 19.512781 0.134016 0.000000 0.000000 
2 3.600000 79.530961 244.307732 2.521447 194.207877 28.644237 -1.165087 117.957868 -0.590298 0.016406 0.000000 0.000000 80.000000 10.000000 
3 3.600000 77.462879 242.959757 2.543164 149.449179 1.946000 -0.712974 96.886996 -0.283378 0.011570 0.000000 0.000000 0.000000 0.000000 
1 3.800000 62.581133 253.106605 2.703984 165.273832 15.185452 -0.801283 110.146613 -0.472129 0.013228 18.011798 0.160820 0.000000 0.000000 
1 4.000000 44.907087 261.375626 2.838000 179.807830 32.813052 -0.878446 132.780228 -0.718437 0.014886 19.512781 0.134016 0.000000 0.000000 
1 4.200000 27.718991 266.760254 2.945214 191.168530 50.785257 -0.930762 163.006995 -0.981408 0.016544 18.011798 0.107213 0.000000 0.000000 
2 4.200000 27.718991 266.760254 2.945214 191.168530 50.785257 -0.930762 163.006995 -0.981408 0.016544 0.000000 0.000000 80.000000 0.000000 
3 4.200000 26.617566 265.231921 2.960820 163.534435 19.901480 -0.599376 115.249777 -0.504261 0.011709 0.000000 0.000000 0.000000 0.000000 
1 4.400000 7.422744 268.740116 3.094836 169.826402 32.009432 -0.610055 139.367211 -0.732489 0.013367 19.512781 0.134016 0.000000 0.000000 
1 4.600000 -10.569369 269.581973 3.255656 172.514261 41.522234 -0.582651 169.930548 -0.971696 0.015026 18.011798 0.160820 0.000000 0.000000 
1 4.800000 -29.955353 267.361102 3.389672 172.162742 47.763767 -0.510660 212.380196 -1.255912 0.016684 19.512781 0.134016 0.000000 0.000000 
2 4.800000 -29.955353 267.361102 3.389672 172.162742 47.763767 -0.510660 212.380196 -1.255912 0.016684 0.000000 0.000000 80.000000 -25.000000 
3 4.800000 -29.677321 267.929937 3.384842 160.968650 33.273701 -0.383425 144.687783 -0.700096 0.012112 0.000000 0.000000 0.000000 0.000000 
2 4.800000 -29.677321 267.929937 3.384842 160.968650 33.273701 -0.383425 144.687783 -0.700096 0.012112 0.000000 0.000000 80.000000 25.000000 
3 4.800000 -30.144107 267.448920 3.388420 153.579380 26.711265 -0.336013 111.499950 -0.418275 0.009707 0.000000 0.000000 0.000000 0.000000 
1 5.000000 -49.065506 262.681394 3.522436 153.697675 30.283396 -0.265606 130.557661 -0.594119 0.011366 19.512781 0.134016 0.000000 0.000000 
1 5.200000 -65.786785 255.986345 3.629649 154.078724 30.117664 -0.169614 153.481083 -0.774931 0.013024 18.011798 0.107213 0.000000 0.000000 
1 5.400000 -81.695632 247.540431 3.790469 155.230681 24.586666 -0.027859 180.304666 -0.961837 0.014682 18.011798 0.160820 0.000000 0.000000 
2 5.400000 -81.695632 247.540431 3.790469 155.230681 24.586666 -0.027859 180.304666 -0.961837 0.014682 0.000000 0.000000 80.000000 -30.000000 
3 5.400000 -81.717785 247.155479 3.793739 144.885920 31.477294 -0.111443 139.145230 -0.590548 0.011283 0.000000 0.000000 0.000000 0.000000 
1 5.600000 -97.226207 235.313289 3.927756 146.555694 25.311583 0.044352 160.177865 -0.746104 0.012941 19.512781 0.134016 0.000000 0.000000 
1 5.800000 -111.013269 221.505119 4.061772 152.960395 13.334596 0.245281 182.913609 -0.899047 0.014599 19.512781 0.134016 0.000000 0.000000 
2 5.800000 -111.013269 221.505119 4.061772 152.960395 13.334596 0.245281 182.913609 -0.899047 0.014599 0.000000 0.000000 80.000000 -5.000000 
3 5.800000 -111.365053 222.130502 4.055531 134.758025 27.649962 0.053932 152.083206 -0.605847 0.011547 0.000000 0.000000 0.000000 0.000000 
1 6.000000 -122.363623 207.866690 4.162744 140.557679 18.485137 0.231283 168.287629 -0.714495 0.013205 18.011798 0.107213 0.000000 0.000000 
1 6.200000 -131.772702 192.507846 4.323564 152.683240 5.318547 0.451382 183.113843 -0.804666 0.014864 18.011798 0.160820 0.000000 0.000000 
2 6.200000 -131.772702 192.507846 4.323564 152.683240 5.318547 0.451382 183.113843 -0.804666 0.014864 0.000000 0.000000 80.000000 0.000000 
3 6.200000 -131.876421 192.030693 4.325643 125.123829 21.776319 0.163361 160.367147 -0.556867 0.011409 0.000000 0.000000 0.000000 0.000000 
1 6.400000 -139.236185 173.959100 4.459660 135.694030 10.665742 0.378908 170.947965 -0.612533 0.013067 19.512781 0.134016 0.000000 0.000000 
1 6.600000 -143.739993 156.519473 4.566873 153.458909 -1.102213 0.611783 179.327662 -0.646661 0.014725 18.011798 0.107213 0.000000 0.000000 
1 6.800000 -146.569413 137.212919 4.700889 182.939127 -13.861485 0.899097 184.818241 -0.649965 0.016384 19.512781 0.134016 0.000000 0.000000 
2 6.800000 -146.569413 137.212919 4.700889 182.939127 -13.861485 0.899097 184.818241 -0.649965 0.016384 0.000000 0.000000 80.000000 -20.000000 
3 6.800000 -146.058971 136.956996 4.705796 131.142921 0.473057 0.443399 170.797161 -0.487335 0.012242 0.000000 0.000000 0.000000 0.000000 
2 6.800000 -146.058971 136.956996 4.705796 131.142921 0.473057 0.443399 170.797161 -0.487335 0.012242 0.000000 0.000000 80.000000 35.000000 
3 6.800000 -145.827667 136.822704 4.707890 106.044556 5.842076 0.227254 162.576296 -0.432630 0.010370 0.000000 0.000000 0.000000 0.000000 
1 7.000000 -145.908707 118.811088 4.868709 117.540111 -1.500432 0.411764 165.305787 -0.403550 0.012029 18.011798 0.160820 0.000000 0.000000 
1 7.200000 -142.870869 99.536230 5.002726 137.567570 -6.915317 0.636650 165.946778 -0.336358 0.013687 19.512781 0.134016 0.000000 0.000000 
1 7.400000 -137.714544 82.278270 5.109939 163.267657 -8.332882 0.863948 166.342020 -0.240914 0.015345 18.011798 0.107213 0.000000 0.000000 
2 7.400000 -137.714544 82.278270 5.109939 163.267657 -8.332882 0.863948 166.342020 -0.240914 0.015345 0.000000 0.000000 80.000000 -5.000000 
3 7.400000 -137.827674 81.936486 5.108818 121.906470 -11.879825 0.486384 157.996982 -0.275418 0.011898 0.000000 0.000000 0.000000 0.000000 
1 7.600000 -130.293262 63.937007 5.242835 142.981156 -12.006437 0.686643 157.587978 -0.157963 0.013556 19.512781 0.134016 0.000000 0.000000 
2 7.600000 -130.293262 63.937007 5.242835 142.981156 -12.006437 0.686643 157.587978 -0.157963 0.013556 0.000000 0.000000 80.000000 35.000000 
3 7.600000 -130.424320 63.308790 5.239465 114.083851 -17.938981 0.413319 149.730903 -0.237597 0.010888 0.000000 0.000000 0.000000 0.000000 
1 7.800000 -121.364240 47.741523 5.400284 129.791684 -17.336850 0.564827 148.824505 -0.113087 0.012546 18.011798 0.160820 0.000000 0.000000 
2 7.800000 -121.364240 47.741523 5.400284 129.791684 -17.336850 0.564827 148.824505 -0.113087 0.012546 0.000000 0.000000 80.000000 25.000000 
3 7.800000 -121.884171 47.508760 5.395207 111.317268 -23.221798 0.393830 139.649017 -0.196405 0.010849 0.000000 0.000000 0.000000 0.000000 
1 8.000000 -109.571967 32.370785 5.529223 126.537322 -20.776865 0.538745 138.693476 -0.042081 0.012507 19.512781 0.134016 0.000000 0.000000 
1 8.200000 -95.347496 19.013651 5.663239 143.804975 -12.904949 0.680538 142.266937 0.156558 0.014166 19.512781 0.134016 0.000000 0.000000 
2 8.200000 -95.347496 19.013651 5.663239 143.804975 -12.904949 0.680538 142.266937 0.156558 0.014166 0.000000 0.000000 80.000000 -35.000000 
3 8.200000 -95.705400 18.931687 5.659713 124.477818 -22.391982 0.469724 126.762476 0.009410 0.011690 0.000000 0.000000 0.000000 0.000000 
2 8.200000 -95.705400 18.931687 5.659713 124.477818 -22.391982 0.469724 126.762476 0.009410 0.011690 0.000000 0.000000 80.000000 35.000000 
3 8.200000 -94.964435 19.162683 5.666279 113.164550 -27.926925 0.354012 116.805216 -0.102989 0.010078 0.000000 0.000000 0.000000 0.000000 
1 8.400000 -80.272711 8.742601 5.773492 124.127404 -24.088434 0.442575 117.295853 0.055456 0.011736 18.011798 0.107213 0.000000 0.000000 
1 8.600000 -64.550314 -0.045522 5.934312 134.614946 -16.703091 0.514835 123.143414 0.254106 0.013394 18.011798 0.160820 0.000000 0.000000 
2 8.600000 -64.550314 -0.045522 5.934312 134.614946 -16.703091 0.514835 123.143414 0.254106 0.013394 0.000000 0.000000 80.000000 -30.000000 
3 8.600000 -64.546524 0.014106 5.934764 124.152639 -22.780802 0.390142 106.734109 0.090321 0.011260 0.000000 0.000000 0.000000 0.000000 
1 8.800000 -46.206207 -6.647830 6.068781 132.551080 -15.157197 0.436890 114.506831 0.305006 0.012918 19.512781 0.134016 0.000000 0.000000 
1 9.000000 -27.140205 -10.799478 6.202797 139.118706 -6.204428 0.457131 131.291875 0.556265 0.014577 19.512781 0.134016 0.000000 0.000000 
2 9.000000 -27.140205 -10.799478 6.202797 139.118706 -6.204428 0.457131 131.291875 0.556265 0.014577 0.000000 0.000000 80.000000 -35.000000 
3 9.000000 -26.988416 -11.190789 6.200222 130.841003 -12.423612 0.353240 104.236497 0.279786 0.011514 0.000000 0.000000 0.000000 0.000000 
2 9.000000 -26.988416 -11.190789 6.200222 130.841003 -12.423612 0.353240 104.236497 0.279786 0.011514 0.000000 0.000000 80.000000 15.000000 
3 9.000000 -26.884630 -10.848105 6.203692 125.618856 -14.698179 0.317058 89.212208 0.134280 0.010063 0.000000 0.000000 0.000000 0.000000 
1 9.200000 -8.929712 -12.278420 6.310905 130.501123 -9.003007 0.312034 97.313928 0.315471 0.011722 18.011798 0.107213 0.000000 0.000000 
1 9.400000 9.075166 -11.779207 6.471724 133.545589 -4.290011 0.272463 112.328848 0.522859 0.013380 18.011798 0.160820 0.000000 0.000000 
1 9.600000 28.242163 -8.122042 6.605741 135.364682 -2.449914 0.189703 136.786429 0.770474 0.015038 19.512781 0.134016 0.000000 0.000000 
2 9.600000 28.242163 -8.122042 6.605741 135.364682 -2.449914 0.189703 136.786429 0.770474 0.015038 0.000000 0.000000 80.000000 -20.000000 
3 9.600000 28.197075 -7.829654 6.608594 129.538050 0.778752 0.215073 104.786884 0.456256 0.011945 0.000000 0.000000 0.000000 0.000000 
1 9.800000 46.685829 -1.591497 6.742610 130.888248 0.851644 0.111714 125.422653 0.665175 0.013604 19.512781 0.134016 0.000000 0.000000 
2 9.800000 46.685829 -1.591497 6.742610 130.888248 0.851644 0.111714 125.422653 0.665175 0.013604 0.000000 0.000000 80.000000 20.000000 
3 9.800000 46.635873 -1.181946 6.746519 125.033879 6.474246 0.178591 100.586773 0.421510 0.011183 0.000000 0.000000 0.000000 0.000000 
1 10.000000 62.748642 6.868117 6.907339 125.937431 5.393145 0.060874 117.073268 0.584961 0.012841 18.011798 0.160820 0.000000 0.000000 
1 10.200000 77.364463 17.394400 7.014552 129.211802 -0.313711 -0.093607 137.384094 0.757107 0.014500 18.011798 0.107213 0.000000 0.000000 
2 10.200000 77.364463 17.394400 7.014552 129.211802 -0.313711 -0.093607 137.384094 0.757107 0.014500 0.000000 0.000000 80.000000 -30.000000 
3 10.200000 77.708051 17.614211 7.015794 118.755576 10.328743 0.039140 110.172422 0.460800 0.011228 0.000000 0.000000 0.000000 0.000000 
2 10.200000 77.708051 17.614211 7.015794 118.755576 10.328743 0.039140 110.172422 0.460800 0.011228 0.000000 0.000000 80.000000 35.000000 
3 10.200000 77.101872 19.016505 7.029925 111.992811 15.948223 0.124597 96.795843 0.327091 0.009697 0.000000 0.000000 0.000000 0.000000 
1 10.400000 91.422444 32.270555 7.163941 112.545985 13.314063 -0.021326 109.510703 0.447536 0.011355 19.512781 0.134016 0.000000 0.000000 
1 10.600000 103.843660 47.319210 7.297958 117.820543 6.070371 -0.209516 123.685155 0.564482 0.013013 19.512781 0.134016 0.000000 0.000000 
2 10.600000 103.843660 47.319210 7.297958 117.820543 6.070371 -0.209516 123.685155 0.564482 0.013013 0.000000 0.000000 80.000000 -20.000000 
3 10.600000 103.836573 47.606469 7.300397 104.701152 14.876984 -0.057826 109.558138 0.394106 0.010687 0.000000 0.000000 0.000000 0.000000 
1 10.800000 113.306093 62.928122 7.461217 110.346758 8.533126 -0.235666 119.938426 0.467783 0.012346 18.011798 0.160820 0.000000 0.000000 
1 11.000000 120.200007 79.568399 7.568430 122.592577 -0.423992 -0.449028 129.790685 0.530421 0.014004 18.011798 0.107213 0.000000 0.000000 
2 11.000000 120.200007 79.568399 7.568430 122.592577 -0.423992 -0.449028 129.790685 0.530421 0.014004 0.000000 0.000000 80.000000 30.000000 
3 11.000000 119.669479 79.810356 7.574166 101.303782 8.781002 -0.220589 120.918770 0.414892 0.011495 0.000000 0.000000 0.000000 0.000000 
1 11.200000 125.058497 98.564211 7.708182 114.215242 0.264235 -0.442513 128.454044 0.447479 0.013153 19.512781 0.134016 0.000000 0.000000 
1 11.400000 127.893387 117.869963 7.842198 136.491563 -8.566206 -0.699156 133.860100 0.450504 0.014812 19.512781 0.134016 0.000000 0.000000 
1 11.600000 128.087936 134.379631 7.976215 163.461650 -14.682077 -0.941885 137.229272 0.420685 0.016470 16.510815 0.134016 0.000000 0.000000 
2 11.600000 128.087936 134.379631 7.976215 163.461650 -14.682077 -0.941885 137.229272 0.420685 0.016470 0.000000 0.000000 80.000000 5.000000 
3 11.600000 127.570643 134.721295 7.981461 117.107640 -7.383968 -0.497852 131.144400 0.345257 0.012210 0.000000 0.000000 0.000000 0.000000 
1 11.800000 125.089902 154.075741 8.115477 140.562025 -11.518093 -0.728011 132.824535 0.283661 0.013869 19.512781 0.134016 0.000000 0.000000 
1 12.000000 120.045351 172.925174 8.249493 172.048264 -11.124208 -0.977734 133.771670 0.179399 0.015527 19.512781 0.134016 0.000000 0.000000 
1 12.200000 112.527455 190.931558 8.383510 210.709466 -4.198209 -1.239214 135.617076 0.026359 0.017185 19.512781 0.134016 0.000000 0.000000 
1 12.400000 104.187410 205.181142 8.517526 247.827841 7.810629 -1.462749 140.085722 -0.148401 0.018843 16.510815 0.134016 0.000000 0.000000 
2 12.400000 104.187410 205.181142 8.517526 247.827841 7.810629 -1.462749 140.085722 -0.148401 0.018843 0.000000 0.000000 80.000000 -10.000000 
3 12.400000 102.684086 204.904855 8.530073 168.015614 -12.607306 -0.778883 128.426900 0.046408 0.012922 0.000000 0.000000 0.000000 0.000000 
1 12.600000 90.473982 220.125301 8.664089 194.038657 -2.362514 -0.952723 132.168358 -0.136242 0.014581 19.512781 0.134016 0.000000 0.000000 
1 12.800000 76.339674 233.577808 8.798106 221.164407 14.421230 -1.119575 141.905767 -0.366691 0.016239 19.512781 0.134016 0.000000 0.000000 
2 12.800000 76.339674 233.577808 8.798106 221.164407 14.421230 -1.119575 141.905767 -0.366691 0.016239 0.000000 0.000000 80.000000 10.000000 
3 12.800000 75.866917 233.579271 8.800955 171.732240 -10.414657 -0.674174 121.393787 -0.095509 0.011946 0.000000 0.000000 0.000000 0.000000 
1 13.000000 60.029339 244.977506 8.934972 189.165953 1.799793 -0.783838 129.375590 -0.301204 0.013604 19.512781 0.134016 0.000000 0.000000 
1 13.200000 44.135295 253.451244 9.042185 204.798130 16.650274 -0.875317 143.964791 -0.528527 0.015263 18.011798 0.107213 0.000000 0.000000 
1 13.400000 27.425756 260.175540 9.203004 216.922204 34.070770 -0.935786 167.501532 -0.796701 0.016921 18.011798 0.160820 0.000000 0.000000 
2 13.400000 27.425756 260.175540 9.203004 216.922204 34.070770 -0.935786 167.501532 -0.796701 0.016921 0.000000 0.000000 80.000000 0.000000 
3 13.400000 26.793864 259.528455 9.210255 187.267672 6.264934 -0.615179 123.959512 -0.362022 0.012426 0.000000 0.000000 0.000000 0.000000 
1 13.600000 7.728354 263.682362 9.344271 194.395642 18.760392 -0.634678 142.776057 -0.603701 0.014084 19.512781 0.134016 0.000000 0.000000 
1 13.800000 -10.225106 265.130864 9.451484 198.984977 29.914488 -0.627904 169.085504 -0.857292 0.015742 18.011798 0.107213 0.000000 0.000000 
1 14.000000 -29.730928 264.609808 9.585501 200.284147 39.206329 -0.578745 208.084227 -1.160513 0.017401 19.512781 0.134016 0.000000 0.000000 
2 14.000000 -29.730928 264.609808 9.585501 200.284147 39.206329 -0.578745 208.084227 -1.160513 0.017401 0.000000 0.000000 80.000000 -30.000000 
3 14.000000 -29.813458 263.130577 9.597486 185.740373 23.883552 -0.431434 142.441601 -0.608919 0.012734 0.000000 0.000000 0.000000 0.000000 
2 14.000000 -29.813458 263.130577 9.597486 185.740373 23.883552 -0.431434 142.441601 -0.608919 0.012734 0.000000 0.000000 80.000000 25.000000 
3 14.000000 -30.222499 262.473008 9.602969 176.348079 17.758014 -0.383600 111.339489 -0.341893 0.010439 0.000000 0.000000 0.000000 0.000000 
1 14.200000 -47.949096 259.280419 9.763789 176.752363 22.794984 -0.321071 126.541974 -0.519217 0.012097 18.011798 0.160820 0.000000 0.000000 
1 14.400000 -66.351288 252.791356 9.897805 176.120874 23.997377 -0.213530 149.309087 -0.729348 0.013756 19.512781 0.134016 0.000000 0.000000 
1 14.600000 -82.385268 244.585481 10.005018 176.882462 20.350219 -0.077701 175.966975 -0.936559 0.015414 18.011798 0.107213 0.000000 0.000000 
2 14.600000 -82.385268 244.585481 10.005018 176.882462 20.350219 -0.077701 175.966975 -0.936559 0.015414 0.000000 0.000000 80.000000 -25.000000 
3 14.600000 -82.488846 244.453497 10.006028 164.570434 27.665687 -0.162266 134.679490 -0.557877 0.011913 0.000000 0.000000 0.000000 0.000000 
1 14.800000 -98.797183 233.739638 10.140044 165.331966 23.245881 -0.009819 155.936792 -0.733361 0.013571 19.512781 0.134016 0.000000 0.000000 
1 15.000000 -112.394628 221.927172 10.300864 169.789874 13.603526 0.177970 177.722296 -0.889842 0.015229 18.011798 0.160820 0.000000 0.000000 
2 15.000000 -112.394628 221.927172 10.300864 169.789874 13.603526 0.177970 177.722296 -0.889842 0.015229 0.000000 0.000000 80.000000 -5.000000 
3 15.000000 -112.184679 221.884267 10.302080 150.010098 28.168550 -0.016760 147.226304 -0.595970 0.012167 0.000000 0.000000 0.000000 0.000000 
1 15.200000 -124.657795 206.878601 10.436097 154.248233 18.741537 0.184454 164.610744 -0.721974 0.013825 19.512781 0.134016 0.000000 0.000000 
1 15.400000 -134.217439 191.613016 10.543310 164.846657 5.874111 0.408434 181.040130 -0.830795 0.015483 18.011798 0.107213 0.000000 0.000000 
2 15.400000 -134.217439 191.613016 10.543310 164.846657 5.874111 0.408434 181.040130 -0.830795 0.015483 0.000000 0.000000 80.000000 10.000000 
3 15.400000 -134.682083 191.546118 10.540687 136.282748 23.418483 0.114722 157.041407 -0.569520 0.011969 0.000000 0.000000 0.000000 0.000000 
1 15.600000 -143.255243 174.017583 10.674703 145.152404 12.359252 0.336345 169.187617 -0.643178 0.013627 19.512781 0.134016 0.000000 0.000000 
1 15.800000 -148.936046 156.925089 10.835523 161.554643 0.079663 0.578655 178.060649 -0.682294 0.015285 18.011798 0.160820 0.000000 0.000000 
1 16.000000 -152.045780 137.661699 10.969539 189.948729 -13.539342 0.876811 183.954540 -0.690059 0.016943 19.512781 0.134016 0.000000 0.000000 
2 16.000000 -152.045780 137.661699 10.969539 189.948729 -13.539342 0.876811 183.954540 -0.690059 0.016943 0.000000 0.000000 80.000000 -10.000000 
3 16.000000 -152.209458 137.549143 10.968702 136.295234 1.825738 0.407715 169.764151 -0.519258 0.012706 0.000000 0.000000 0.000000 0.000000 
1 16.200000 -152.733751 118.043407 11.102718 156.957392 -7.436084 0.654230 172.793272 -0.492744 0.014365 19.512781 0.134016 0.000000 0.000000 
1 16.400000 -150.807587 100.134896 11.209931 184.670409 -13.713763 0.907041 174.193296 -0.437706 0.016023 18.011798 0.107213 0.000000 0.000000 
1 16.600000 -146.976133 82.535327 11.370751 220.271037 -15.063331 1.175568 173.615441 -0.331952 0.017681 18.011798 0.160820 0.000000 0.000000 
1 16.800000 -139.825931 64.379798 11.504767 266.696264 -8.885010 1.476808 172.864719 -0.163770 0.019339 19.512781 0.134016 0.000000 0.000000 
1 17.000000 -130.313982 47.342444 11.638784 319.398301 6.879329 1.778767 175.009918 0.062561 0.020998 19.512781 0.134016 0.000000 0.000000 
2 17.000000 -130.313982 47.342444 11.638784 319.398301 6.879329 1.778767 175.009918 0.062561 0.020998 0.000000 0.000000 80.000000 35.000000 
3 17.000000 -131.062849 46.972710 11.632290 204.528331 -19.965650 0.897347 160.333499 -0.175664 0.014111 0.000000 0.000000 0.000000 0.000000 
1 17.200000 -120.353788 32.490277 11.739503 233.177282 -11.658735 1.084360 160.963106 -0.003552 0.015769 18.011798 0.107213 0.000000 0.000000 
1 17.400000 -108.156483 19.236952 11.900323 262.481431 3.617545 1.259855 166.010585 0.219770 0.017427 18.011798 0.160820 0.000000 0.000000 
2 17.400000 -108.156483 19.236952 11.900323 262.481431 3.617545 1.259855 166.010585 0.219770 0.017427 0.000000 0.000000 80.000000 -25.000000 
3 17.400000 -107.836929 18.928618 11.901414 194.920973 -21.260369 0.697568 145.064223 -0.030684 0.012588 0.000000 0.000000 0.000000 0.000000 
1 17.600000 -92.481475 6.888741 12.035430 213.800996 -10.003894 0.821936 148.928816 0.181121 0.014246 19.512781 0.134016 0.000000 0.000000 
2 17.600000 -92.481475 6.888741 12.035430 213.800996 -10.003894 0.821936 148.928816 0.181121 0.014246 0.000000 0.000000 80.000000 35.000000 
3 17.600000 -91.503407 7.492773 12.044199 183.076972 -25.589049 0.571091 130.346104 -0.023633 0.011635 0.000000 0.000000 0.000000 0.000000 
1 17.800000 -75.891897 -1.490859 12.151412 196.339528 -16.873213 0.655579 133.573455 0.168152 0.013293 18.011798 0.107213 0.000000 0.000000 
1 18.000000 -58.035109 -9.357480 12.285428 208.622716 -3.709825 0.727499 144.950533 0.417374 0.014952 19.512781 0.134016 0.000000 0.000000 
2 18.000000 -58.035109 -9.357480 12.285428 208.622716 -3.709825 0.727499 144.950533 0.417374 0.014952 0.000000 0.000000 80.000000 -25.000000 
3 18.000000 -58.963381 -9.615626 12.278749 186.427780 -16.240348 0.527344 119.799877 0.189390 0.012415 0.000000 0.000000 0.000000 0.000000 
1 18.200000 -41.691487 -14.725082 12.439568 194.011736 -6.533876 0.555624 130.614199 0.411217 0.014074 18.011798 0.160820 0.000000 0.000000 
