calcPhase t x y theta P11 P12 P13 P22 P23 P33 U1 U2 y1 y2
1 28.600000 -38.152789 35.720427 5.623831 49.414810 -49.695883 0.209951 58.029052 -0.222485 0.006159 12.007865 0.000000 0.000000 0.000000 
1 28.800000 -29.848274 29.283844 5.650635 55.643448 -51.454189 0.248207 56.518228 -0.170297 0.007817 10.506882 0.026803 0.000000 0.000000 
1 29.000000 -20.163665 22.184748 5.650635 62.944182 -52.201529 0.303700 55.770502 -0.094593 0.009475 12.007865 0.000000 0.000000 0.000000 
2 29.000000 -20.163665 22.184748 5.650635 62.944182 -52.201529 0.303700 55.770502 -0.094593 0.009475 0.000000 0.000000 80.000000 30.000000 
3 29.000000 -20.887415 21.889402 5.617479 59.277705 -53.697737 0.135735 55.159933 -0.163136 0.001780 0.000000 0.000000 0.000000 0.000000 
1 29.200000 -14.984944 17.254253 5.590675 63.699806 -56.201546 0.144266 55.454631 -0.152852 0.003439 7.504916 -0.026803 0.000000 0.000000 
2 29.200000 -14.984944 17.254253 5.590675 63.699806 -56.201546 0.144266 55.454631 -0.152852 0.003439 0.000000 0.000000 80.000000 35.000000 
3 29.200000 -16.040801 17.740423 5.559885 61.710662 -55.285643 0.086260 55.032902 -0.126143 0.001747 0.000000 0.000000 0.000000 0.000000 
1 29.400000 -16.040801 17.740423 5.559885 64.632918 -57.865772 0.086260 57.310959 -0.126143 0.003405 0.000000 0.000000 0.000000 0.000000 
2 29.400000 -16.040801 17.740423 5.559885 64.632918 -57.865772 0.086260 57.310959 -0.126143 0.003405 0.000000 0.000000 80.000000 35.000000 
3 29.400000 -16.346623 17.956409 5.548654 63.436139 -57.020551 0.042310 56.714024 -0.095103 0.001791 0.000000 0.000000 0.000000 0.000000 
1 29.600000 -13.004781 14.938356 5.575458 66.701651 -59.705096 0.047554 58.282070 -0.088974 0.003450 4.502949 0.026803 0.000000 0.000000 
1 29.800000 -13.004781 14.938356 5.575458 69.704096 -62.273943 0.047554 60.479938 -0.088974 0.005108 0.000000 0.000000 0.000000 0.000000 
1 30.000000 -10.723764 12.986751 5.575458 72.911609 -64.885221 0.057523 62.298483 -0.077322 0.006766 3.001966 -0.000000 0.000000 0.000000 
1 30.200000 -10.723764 12.986751 5.575458 75.914053 -67.454069 0.057523 64.496351 -0.077322 0.008425 0.000000 0.000000 0.000000 0.000000 
1 30.400000 -9.583255 12.010949 5.548654 78.902542 -70.045050 0.065998 66.670626 -0.067938 0.010083 1.500983 -0.026803 0.000000 0.000000 
1 30.600000 -7.355360 9.998913 5.548654 82.073167 -72.576221 0.086285 68.754044 -0.045474 0.011741 3.001966 -0.000000 0.000000 0.000000 
1 30.800000 -7.355360 9.998913 5.548654 84.937392 -75.162934 0.086285 71.090131 -0.045474 0.013399 0.000000 0.000000 0.000000 0.000000 
1 31.000000 -1.785623 4.968825 5.521851 88.915325 -77.149832 0.155660 73.466581 0.027323 0.015058 7.504916 -0.026803 0.000000 0.000000 
2 31.000000 -1.785623 4.968825 5.521851 88.915325 -77.149832 0.155660 73.466581 0.027323 0.015058 0.000000 0.000000 80.000000 -5.000000 
3 31.000000 -1.682365 4.981288 5.529563 86.435673 -77.449129 -0.029546 73.430456 0.004968 0.001224 0.000000 0.000000 0.000000 0.000000 
1 31.200000 -1.682365 4.981288 5.529563 89.200965 -80.044037 -0.029546 75.865477 0.004968 0.002883 0.000000 0.000000 0.000000 0.000000 
2 31.200000 -1.682365 4.981288 5.529563 89.200965 -80.044037 -0.029546 75.865477 0.004968 0.002883 0.000000 0.000000 80.000000 -5.000000 
3 31.200000 -1.681956 4.982954 5.529947 89.198939 -80.052281 -0.031446 75.831921 -0.002763 0.001101 0.000000 0.000000 0.000000 0.000000 
1 31.400000 -0.587022 3.956274 5.503144 91.761788 -82.687517 -0.030283 78.399579 -0.001587 0.002760 1.500983 -0.026803 0.000000 0.000000 
2 31.400000 -0.587022 3.956274 5.503144 91.761788 -82.687517 -0.030283 78.399579 -0.001587 0.002760 0.000000 0.000000 80.000000 -5.000000 
3 31.400000 -0.299918 3.734610 5.520619 91.327494 -82.352212 -0.056716 78.140700 0.018821 0.001151 0.000000 0.000000 0.000000 0.000000 
1 31.600000 4.041318 -0.412784 5.520619 93.595685 -85.097098 -0.051944 80.807270 0.023817 0.002809 6.003933 -0.000000 0.000000 0.000000 
2 31.600000 4.041318 -0.412784 5.520619 93.595685 -85.097098 -0.051944 80.807270 0.023817 0.002809 0.000000 0.000000 80.000000 -5.000000 
3 31.600000 4.017566 -0.367736 5.526665 93.571338 -85.050923 -0.045746 80.719694 0.012062 0.001231 0.000000 0.000000 0.000000 0.000000 
1 31.800000 4.017566 -0.367736 5.526665 96.321585 -87.646744 -0.045746 83.169759 0.012062 0.002890 0.000000 0.000000 0.000000 0.000000 
2 31.800000 4.017566 -0.367736 5.526665 96.321585 -87.646744 -0.045746 83.169759 0.012062 0.002890 0.000000 0.000000 80.000000 -5.000000 
3 31.800000 4.005622 -0.353641 5.528888 96.274696 -87.591408 -0.037017 83.104455 0.001762 0.001265 0.000000 0.000000 0.000000 0.000000 
1 32.000000 4.005622 -0.353641 5.528888 99.036485 -90.186535 -0.037017 85.542979 0.001762 0.002923 0.000000 0.000000 0.000000 0.000000 
2 32.000000 4.005622 -0.353641 5.528888 99.036485 -90.186535 -0.037017 85.542979 0.001762 0.002923 0.000000 0.000000 80.000000 -5.000000 
3 32.000000 4.002821 -0.350643 5.529703 99.017040 -90.165726 -0.031361 85.520710 -0.004291 0.001278 0.000000 0.000000 0.000000 0.000000 
1 32.200000 5.097505 -1.377590 5.556506 101.860575 -92.786004 -0.030087 87.808189 -0.002858 0.002936 1.500983 0.026803 0.000000 0.000000 
2 32.200000 5.097505 -1.377590 5.556506 101.860575 -92.786004 -0.030087 87.808189 -0.002858 0.002936 0.000000 0.000000 80.000000 -5.000000 
3 32.200000 5.426461 -1.698573 5.540170 101.198897 -92.140363 0.002774 87.178197 -0.034922 0.001304 0.000000 0.000000 0.000000 0.000000 
1 32.400000 6.531833 -2.714006 5.513366 103.887276 -94.771282 0.004136 89.623589 -0.033516 0.002962 1.500983 -0.026803 0.000000 0.000000 
2 32.400000 6.531833 -2.714006 5.513366 103.887276 -94.771282 0.004136 89.623589 -0.033516 0.002962 0.000000 0.000000 80.000000 -5.000000 
3 32.400000 6.776641 -2.928861 5.523571 102.951634 -93.950119 -0.034864 88.902897 0.000712 0.001337 0.000000 0.000000 0.000000 0.000000 
1 32.600000 8.953371 -4.996142 5.523571 105.547378 -96.615222 -0.032101 91.378464 0.003622 0.002995 3.001966 -0.000000 0.000000 0.000000 
2 32.600000 8.953371 -4.996142 5.523571 105.547378 -96.615222 -0.032101 91.378464 0.003622 0.002995 0.000000 0.000000 80.000000 -5.000000 
3 32.600000 8.963045 -4.996763 5.527507 105.537715 -96.614601 -0.036033 91.378424 0.003874 0.001395 0.000000 0.000000 0.000000 0.000000 
1 32.800000 10.055470 -6.026112 5.500704 108.078334 -99.247397 -0.034557 93.973243 0.005359 0.003053 1.500983 -0.026803 0.000000 0.000000 
2 32.800000 10.055470 -6.026112 5.500704 108.078334 -99.247397 -0.034557 93.973243 0.005359 0.003053 0.000000 0.000000 80.000000 -5.000000 
3 32.800000 10.386832 -6.305999 5.517842 107.481995 -98.743695 -0.065400 93.547787 0.031411 0.001458 0.000000 0.000000 0.000000 0.000000 
